destination_id,destination_city,country,region,avg_annual_temp_c,seasonal_range_c,dry_season_months,cost_per_day_avg_usd,meal_budget_usd,hotel_night_avg_usd,flight_cost_usd,museum_count,monument_count,festival_score,beach_score,scenic_score,wellness_score,culture_score,hiking_score,nightlife_score,family_score,luxury_score,safety_score,tourist_density_score,adventure_sports_score,near_mountains,near_beach,best_season,visa_requirement,english_friendly_score,public_transport_score,latitude,longitude,source_label_hint,travel_style
DST-0001,Bali,Indonesia,Asia,27,12,April-October,45,3,25,1200,15,20,9,9,9,8,8,9,7,6,6,7,8,8,1,1,May-September,visa_free,6,5,-8.4095,115.1889,"Beaches, temples, rice terraces, hiking",Adventure
DST-0011,Maldives,Asia,28,5,January-April,200,15,300,1500,2,0,6,9,9,10,4,2,5,6,8,9,8,8,5,0,1,November-April,visa_free,7,4,3.2028,73.2207,"Overwater bungalows, diving, luxury, beaches",Luxury
DST-0012,Costa Rica,North America,24,12,December-April,65,6,45,600,10,5,7,7,9,8,6,8,6,7,5,8,8,8,9,1,1,December-April,visa_free,6,5,9.7489,-83.7534,"Rainforests, volcanoes, beaches, wildlife",Adventure
DST-0013,Vietnam,Asia,24,15,November-April,35,2,20,1000,15,10,8,6,8,6,7,7,7,6,4,7,7,7,8,1,1,November-April,visa_required,5,5,14.0583,108.2772,"Ha Long Bay, pho, motorbikes, history,Budget",Budget
DST-0014,Vancouver,Canada,North America,10,20,May-September,85,10,90,400,20,15,7,6,9,7,6,7,7,7,6,8,9,8,8,1,1,May-September,evisa,9,8,49.2827,-123.1207,"Mountains, ocean, parks, multicultural",Adventure
DST-0015,Dubai,UAE,Asia,27,15,November-March,180,12,250,1000,15,20,8,6,5,9,5,2,8,5,9,8,8,9,7,0,1,November-March,visa_free,8,7,25.2048,55.2708,"Burj Khalifa, shopping, desert, luxury",Luxury
DST-0016,Sydney,Australia,Oceania,18,12,September-November,100,12,100,1200,25,20,8,8,9,7,7,5,8,7,6,8,9,8,8,0,1,September-November,evisa,9,8,-33.8688,151.2093,"Opera House, Harbour Bridge, beaches, zoo",Relaxation
DST-0017,Cape Town,South Africa,Africa,16,10,November-March,65,7,55,1100,15,10,7,7,9,6,6,7,7,6,5,6,6,8,8,1,1,November-March,evisa,8,6,-33.9249,18.4241,"Table Mountain, beaches, wine, penguins",Adventure
DST-0018,Barcelona,Spain,Europe,15,18,May-September,80,10,80,600,40,25,9,7,8,6,8,4,9,6,7,7,7,8,5,0,1,May-September,visa_free,7,8,41.3851,2.1734,"Gaudi, beaches, tapas, Gothic Quarter",Culture
DST-0019,Marrakech,Morocco,Africa,19,20,April-October,40,4,35,900,15,10,8,3,7,8,8,3,7,5,6,6,6,7,5,1,0,April-October,visa_free,5,5,31.6295,-7.9811,"Souks, palaces, gardens, Atlas Mountains",Culture
DST-0019,Marrakech,Morocco,Africa,19,20,April-October,40,4,35,900,15,10,8,3,7,8,8,3,7,5,6,6,6,7,5,1,0,April-October,visa_free,5,5,31.6295,-7.9811,"Souks, palaces, gardens, Atlas Mountains",Culture
DST-0020,Queenstown,New Zealand,Oceania,10,15,December-February,90,10,70,1400,5,5,8,5,10,7,5,9,7,6,5,7,8,9,10,1,0,December-February,evisa,9,7,-45.0312,168.6626,"Adventure sports, skiing, bungee, lakes",Adventure
DST-0021,Reykjavik,Iceland,Europe,4,15,May-September,120,15,100,700,15,10,7,2,9,8,6,8,5,5,6,7,9,9,8,0,0,May-September,visa_free,8,7,64.1466,-21.9426,"Northern Lights, geothermal pools, volcanoes",Adventure
DST-0022,Santorini,Greece,Europe,18,15,April-October,100,12,90,800,10,15,8,8,10,8,7,4,7,5,7,7,8,9,8,0,1,April-October,visa_free,7,6,36.3932,25.4615,"Caldera views, white buildings, sunsets, wine",Relaxation
DST-0023,Berlin,Germany,Europe,9,20,May-September,70,8,60,600,70,30,8,2,6,5,8,2,9,5,6,7,9,9,8,0,0,May-September,visa_free,7,9,52.5200,13.4050,"History, art, nightlife, museums, wall",Culture
DST-0024,Amsterdam,Netherlands,Europe,9,15,April-September,85,10,80,600,50,20,8,3,8,6,8,3,8,6,6,7,8,9,7,0,0,April-September,visa_free,9,9,52.3676,4.9041,"Canals, museums, bikes, tulips, coffee shops",Culture
DST-0025,Prague,Czech Republic,Europe,8,20,May-September,55,6,45,700,30,20,8,3,8,6,8,4,8,5,5,7,8,9,7,0,0,May-September,visa_free,6,8,50.0755,14.4378,"Castle, old town, beer, architecture",Culture
DST-0026,Lisbon,Portugal,Europe,16,12,May-September,60,7,50,700,20,15,8,6,8,6,7,4,8,6,5,7,8,8,7,0,1,May-September,visa_free,7,8,38.7223,-9.1393,"Hills, trams, fado music, pastel de nata",Culture
DST-0027,Dubrovnik,Croatia,Europe,16,18,May-September,70,8,60,800,10,15,7,7,9,6,7,5,7,5,6,7,8,9,7,0,1,May-September,visa_free,6,6,42.6507,18.0944,"Old city walls, Adriatic Sea, Game of Thrones",Relaxation
DST-0028,Edinburgh,UK,Europe,8,12,May-September,80,10,70,600,30,25,9,3,8,5,8,4,8,5,6,7,9,9,7,0,0,May-September,visa_free,9,8,55.9533,-3.1883,"Castle, festivals, history, whisky",Culture
DST-0029,Vienna,Austria,Europe,9,20,April-October,85,10,75,700,50,30,9,3,7,8,9,3,8,6,7,8,9,9,7,0,0,April-October,visa_free,7,9,48.2082,16.3738,"Palaces, classical music, coffee houses",Culture
DST-0030,Budapest,Hungary,Europe,10,22,May-September,50,5,40,700,30,20,8,3,8,7,8,4,8,5,5,7,7,8,6,0,0,May-September,visa_free,6,8,47.4979,19.0402,"Thermal baths, Danube, ruin bars, parliament",Culture
DST-0031,Athens,Greece,Europe,17,18,April-October,65,7,55,700,40,25,8,5,8,6,9,4,8,5,6,6,6,8,6,0,1,April-October,visa_free,6,7,37.9838,23.7275,"Acropolis, ancient ruins, Mediterranean food",Culture
DST-0032,Dublin,Ireland,Europe,9,10,May-September,70,8,65,500,20,15,8,3,7,5,7,4,8,6,5,7,8,9,7,0,1,May-September,visa_free,9,8,53.3498,-6.2603,"Pub culture, castles, literature, Guinness",Culture
DST-0033,Stockholm,Sweden,Europe,6,20,May-September,90,10,80,600,30,20,8,4,8,7,7,3,7,6,6,8,9,9,7,0,1,May-September,visa_free,8,9,59.3293,18.0686,"Archipelago, museums, design, ABBA",Culture
DST-0034,Copenhagen,Denmark,Europe,8,15,May-September,95,12,85,600,25,15,7,4,7,7,7,3,8,7,6,8,9,9,8,0,1,May-September,visa_free,8,9,55.6761,12.5683,"Tivoli, Nyhavn, biking, hygge, design",Family
DST-0035,Oslo,Norway,Europe,5,20,May-September,100,12,90,500,20,15,7,4,9,7,6,5,6,6,6,8,9,9,7,0,1,May-September,visa_free,8,8,59.9139,10.7522,"Fjords, Viking ships, opera, nature",Adventure
DST-0036,Helsinki,Finland,Europe,4,25,May-September,85,10,80,500,20,15,7,4,8,8,6,4,6,6,6,8,9,9,7,0,1,May-September,visa_free,8,8,60.1699,24.9384,"Design district, saunas, archipelago, churches",Culture
DST-0037,Warsaw,Poland,Europe,7,22,May-September,45,5,35,600,25,20,7,3,7,6,7,4,7,5,5,7,7,8,6,0,0,May-September,visa_free,6,9,52.2297,21.0122,"Old town, history, museums, pierogi",Culture
DST-0038,Krakow,Poland,Europe,8,20,May-September,40,4,30,600,20,15,8,3,7,6,8,4,7,5,5,7,7,8,6,0,0,May-September,visa_free,6,8,50.0647,19.9450,"Wawel Castle, salt mines, Jewish quarter",Culture
DST-0039,Tallinn,Estonia,Europe,5,20,May-September,50,6,40,700,15,10,7,3,7,6,7,3,6,5,5,7,8,8,6,0,1,May-September,visa_free,7,8,59.4370,24.7536,"Medieval old town, digital nomads, sea",Culture
DST-0040,Riga,Latvia,Europe,6,20,May-September,45,5,35,700,15,10,7,3,7,6,7,3,6,5,5,7,7,8,6,0,0,May-September,visa_free,6,8,56.9496,24.1052,"Art nouveau, central market, old town",Culture
DST-0041,Vilnius,Lithuania,Europe,6,20,May-September,40,4,30,700,15,10,7,3,7,6,7,3,6,5,5,7,7,8,6,0,0,May-September,visa_free,6,8,54.6872,25.2797,"Baroque architecture, hot air balloons, cafes",Culture
DST-0042,Singapore,Singapore,Asia,27,5,February-April,100,7,80,600,30,20,9,5,7,8,7,3,8,7,7,8,9,9,9,0,0,February-April,visa_free,9,9,1.3521,103.8198,"Gardens by the Bay, food courts, shopping",Luxury
DST-0043,Kuala Lumpur,Malaysia,Asia,27,5,May-July,45,3,30,800,20,15,8,3,6,7,7,3,8,6,5,7,7,8,8,1,0,May-July,visa_free,7,7,3.1390,101.6869,"Petronas Towers, street food, Batu Caves",Budget
DST-0044,Seoul,South Korea,Asia,12,30,March-May,70,7,60,1200,50,25,9,3,7,7,8,7,9,6,7,8,9,8,8,1,0,March-May,visa_free,5,9,37.5665,126.9780,"K-pop, palaces, technology, street food",Culture
DST-0045,Tokyo,Japan,Asia,14,25,March-May,100,10,80,1000,60,40,9,4,7,8,9,4,8,7,7,8,9,9,9,0,0,March-May,visa_free,6,10,35.6762,139.6503,"Cities, temples, food, pop culture, gardens",Culture
DST-0046,Osaka,Japan,Asia,15,25,March-May,80,8,65,1100,40,25,9,4,7,7,8,5,8,7,6,8,8,9,8,0,0,March-May,visa_free,5,9,34.6937,135.5023,"Street food, Universal Studios, castle",Culture
DST-0047,Hong Kong,China,Asia,23,10,October-December,90,8,80,800,50,20,9,5,8,7,7,5,8,6,6,7,7,9,8,1,1,October-December,visa_free,7,9,22.3193,114.1694,"Skyline, shopping, dim sum, hiking",Culture
DST-0048,Shanghai,China,Asia,16,25,September-November,70,6,55,900,60,30,8,3,8,7,8,3,8,6,6,7,7,8,8,0,0,September-November,visa_required,6,9,31.2304,121.4737,"Bund, skyscrapers, gardens, food",Culture
DST-0049,Beijing,China,Asia,12,30,September-October,60,5,45,900,70,40,8,3,7,6,9,3,7,6,5,7,6,8,7,1,0,September-October,visa_required,5,8,39.9042,116.4074,"Great Wall, Forbidden City, hutongs, duck",Culture
DST-0050,Taipei,Taiwan,Asia,22,15,October-December,55,5,40,1000,30,15,8,4,8,7,7,6,8,6,5,7,8,8,8,1,0,October-December,visa_free,7,8,25.0330,121.5654,"Night markets, temples, hot springs",Culture
DST-0051,Manila,Philippines,Asia,27,5,December-May,40,3,30,900,15,10,7,5,7,6,6,3,7,6,4,6,6,7,7,0,1,December-May,visa_free,7,6,14.5995,120.9842,"Colonial history, malls, jeepneys",Budget
DST-0052,Cebu,Philippines,Asia,27,5,December-May,35,3,25,1000,5,5,7,8,8,6,5,6,6,5,4,6,6,7,8,0,1,December-May,visa_free,6,5,10.3157,123.8854,"Beaches, diving, whale sharks, waterfalls",Relaxation
DST-0053,Ho Chi Minh City,Vietnam,Asia,27,5,December-April,35,2,20,1100,15,10,8,3,6,6,7,3,8,5,4,6,6,7,7,0,0,December-April,visa_required,6,7,10.8231,106.6297,"War remnants, street food, markets,Budget",Budget
DST-0054,Hanoi,Vietnam,Asia,23,15,October-December,35,2,20,1100,20,15,8,3,7,6,8,4,7,5,4,6,7,7,7,0,1,October-December,visa_required,5,6,21.0285,105.8542,"Old Quarter, egg coffee, Hoan Kiem Lake,Budget",Budget
DST-0055,Chiang Mai,Thailand,Asia,25,10,November-February,35,3,25,1000,15,10,9,3,8,8,7,6,7,6,4,7,8,8,8,1,0,November-February,visa_on_arrival,6,7,18.7883,98.9853,"Temples, night markets, cooking classes,Culture",Culture
DST-0056,Luang Prabang,Laos,Asia,25,10,November-March,30,3,20,1200,10,10,8,4,9,7,6,5,6,5,4,6,7,8,7,1,0,November-March,visa_on_arrival,5,5,19.8563,102.4955,"Monks, waterfalls, French colonial, temples,Culture",Culture
DST-0057,Siem Reap,Cambodia,Asia,27,8,November-March,30,3,20,1300,10,15,8,3,7,6,7,3,7,5,3,6,6,7,6,0,0,November-March,visa_on_arrival,5,5,13.3671,103.8447,"Angkor Wat, floating villages, markets,Culture",Culture
DST-0058,Yangon,Myanmar,Asia,27,10,November-February,35,3,25,1400,10,15,7,3,6,6,7,3,6,5,3,6,5,7,6,0,0,November-February,visa_required,4,4,16.8661,96.1951,"Shwedagon Pagoda, colonial architecture,Budget",Budget
DST-0059,Kathmandu,Nepal,Asia,18,15,October-December,25,3,15,1500,10,15,8,3,9,6,8,7,7,5,3,6,6,8,9,1,0,October-December,visa_on_arrival,4,4,27.7172,85.3240,"Himalayas, temples, trekking, culture",Adventure
DST-0060,New Delhi,India,Asia,25,20,October-March,35,3,25,1100,30,25,9,3,6,6,8,3,8,6,4,6,5,7,6,0,0,October-March,evisa,6,6,28.6139,77.2090,"Red Fort, Qutub Minar, markets, food",Culture
DST-0061,Mumbai,India,Asia,27,10,October-March,45,4,30,1200,25,20,8,5,6,6,7,4,9,6,5,6,5,7,6,0,1,October-March,evisa,7,7,19.0760,72.8777,"Bollywood, Gateway of India, street food",Culture
DST-0062,Bangalore,India,Asia,24,10,October-March,55,5,40,1300,20,15,7,3,7,7,6,5,8,6,5,7,6,7,7,0,0,October-March,evisa,8,7,12.9716,77.5946,"Gardens, pubs, tech hub, palaces",Culture
DST-0063,Chennai,India,Asia,28,10,October-March,35,3,25,1400,15,15,8,5,6,6,7,4,7,6,4,6,5,7,6,0,1,October-March,evisa,6,6,13.0827,80.2707,"Temples, beaches, food, colonial history",Culture
DST-0064,Kolkata,India,Asia,26,15,October-March,30,3,20,1400,20,15,8,3,6,6,7,3,7,6,4,6,5,7,6,0,0,October-March,evisa,6,7,22.5726,88.3639,"Victoria Memorial, howrah bridge, food",Culture
DST-0065,Jaipur,India,Asia,25,15,October-March,40,3,30,1300,20,25,9,3,7,7,8,3,7,6,5,7,6,8,7,0,0,October-March,evisa,6,6,26.9124,75.7873,"Pink City, palaces, forts, markets",Culture
DST-0066,Tehran,Iran,Asia,17,25,March-May,30,3,25,1200,20,20,7,3,7,6,8,4,6,5,4,5,5,7,6,1,0,March-May,visa_required,4,5,35.6892,51.3890,"Golestan Palace, Grand Bazaar, museums",Culture
DST-0067,Dubai,UAE,Asia,27,15,November-March,180,12,250,1000,15,20,8,6,5,9,5,2,8,5,9,8,8,9,7,0,1,November-March,visa_free,8,7,25.2048,55.2708,"Burj Khalifa, shopping, desert, luxury",Luxury
DST-0068,Abu Dhabi,UAE,Asia,28,15,November-March,160,10,200,1100,10,15,7,7,5,8,5,2,7,5,8,9,8,8,6,0,1,November-March,visa_free,8,6,24.4539,54.3773,"Grand Mosque, Ferrari World, Louvre",Luxury
DST-0069,Doha,Qatar,Asia,28,15,November-March,120,9,120,1200,10,10,7,5,5,8,5,2,7,5,7,8,8,8,6,0,1,November-March,visa_free,8,8,25.2854,51.5310,"Museum of Islamic Art, Souq Waqif, Pearl",Luxury
DST-0070,Muscat,Oman,Asia,28,15,October-March,90,8,80,1300,10,10,7,6,8,7,6,5,6,5,6,8,8,8,7,1,1,October-March,evisa,7,6,23.5880,58.3829,"Grand Mosque, muttrah souq, wadis",Relaxation
DST-0071,Amman,Jordan,Asia,17,20,March-May,50,5,40,1100,15,15,7,3,7,6,8,4,7,5,5,7,7,8,7,0,0,March-May,visa_on_arrival,7,6,31.9454,35.9284,"Citadel, Roman Theater, markets",Culture
DST-0072,Jerusalem,Israel,Asia,17,20,March-May,60,6,50,900,30,30,9,3,8,6,10,4,7,5,6,7,7,9,8,0,0,March-May,visa_required,7,7,31.7683,35.2137,"Old City, Western Wall, Dome of the Rock",Culture
DST-0073,Tel Aviv,Israel,Asia,20,15,March-May,80,8,70,900,15,10,8,7,7,7,7,4,8,6,6,7,7,8,8,0,1,March-May,visa_required,8,8,32.0853,34.7818,"Beaches, nightlife, Bauhaus architecture",Relaxation
DST-0074,Beirut,Lebanon,Asia,20,15,March-May,60,6,50,1000,10,10,8,5,8,7,7,5,8,5,5,6,5,7,7,0,1,March-May,visa_required,7,6,33.8938,35.5018,"Nightlife, Roman ruins, Mediterranean food",Culture
DST-0075,Sydney,Australia,Oceania,18,12,September-November,100,12,100,1200,25,20,8,8,9,7,7,5,8,7,6,8,9,8,8,0,1,September-November,evisa,9,8,-33.8688,151.2093,"Opera House, Harbour Bridge, beaches, zoo",Relaxation
DST-0076,Melbourne,Australia,Oceania,15,12,September-November,95,11,90,1200,30,20,8,6,8,7,7,4,8,7,6,8,9,8,8,0,0,September-November,evisa,9,9,-37.8136,144.9631,"Arts, coffee, sports, laneways, penguins",Culture
DST-0077,Brisbane,Australia,Oceania,21,10,September-November,85,10,80,1300,15,10,7,6,8,7,6,5,7,7,5,8,8,8,7,0,1,September-November,evisa,9,8,-27.4698,153.0251,"River city, koalas, bridges, gold coast",Relaxation
DST-0078,Perth,Australia,Oceania,19,12,September-November,85,10,80,1300,15,10,7,7,8,7,6,5,7,6,5,8,8,8,7,0,1,September-November,evisa,9,8,-31.9505,115.8605,"Swan River, beaches, kings park, sunsets",Relaxation
DST-0079,Auckland,New Zealand,Oceania,15,10,December-February,85,10,80,1400,15,10,7,7,9,7,6,7,7,6,5,8,8,8,8,0,1,December-February,evisa,9,8,-36.8485,174.7633,"Harbour, volcanoes, islands, sailing",Adventure
DST-0080,Wellington,New Zealand,Oceania,12,10,December-February,80,9,75,1400,15,10,8,5,9,7,7,6,8,6,5,8,8,8,8,0,1,December-February,evisa,9,8,-41.2866,174.7756,"Film industry, museums, cafes, harbour",Culture
DST-0081,Christchurch,New Zealand,Oceania,11,10,December-February,75,8,70,1400,10,10,7,5,9,7,6,7,7,6,5,8,8,8,8,0,1,December-February,evisa,9,7,-43.5321,172.6362,"Recovery, gardens, Antarctic centre, nature",Adventure
DST-0082,Honolulu,USA,North America,24,5,April-October,120,12,150,600,15,10,8,9,9,8,6,6,8,7,7,8,8,9,8,0,1,April-October,visa_free,9,7,21.3069,-157.8583,"Waikiki, Pearl Harbor, surfing, luaus",Relaxation
DST-0083,Los Angeles,USA,North America,18,10,May-September,130,12,160,300,30,15,8,7,7,7,7,5,9,7,7,7,7,8,8,1,1,May-September,visa_free,9,6,34.0522,-118.2437,"Hollywood, beaches, Disneyland, studios",Family
DST-0084,San Francisco,USA,North America,14,10,May-October,140,15,180,300,30,15,8,6,9,7,7,6,8,7,7,7,7,9,8,0,1,May-October,visa_free,9,8,37.7749,-122.4194,"Golden Gate, Alcatraz, tech, hills, cable cars",Culture
DST-0085,Las Vegas,USA,North America,20,25,March-May,100,10,80,250,10,10,9,3,7,8,5,4,10,7,7,7,7,8,8,1,0,March-May,visa_free,9,7,36.1699,-115.1398,"Casinos, shows, nightlife, desert, weddings",Adventure
DST-0086,Chicago,USA,North America,10,30,May-September,120,12,130,250,40,25,8,4,7,6,8,4,9,7,7,7,6,8,7,0,0,May-September,visa_free,9,9,41.8781,-87.6298,"Architecture, deep dish, museums, blues",Culture
DST-0087,Boston,USA,North America,10,25,May-September,110,12,120,250,35,20,8,5,7,6,8,4,8,7,7,7,7,8,7,0,1,May-September,visa_free,9,9,42.3601,-71.0589,"History, universities, seafood, red sox",Culture
DST-0088,Washington DC,USA,North America,13,25,April-October,120,12,130,250,50,30,9,3,7,6,9,3,8,7,7,7,7,9,8,0,0,April-October,visa_free,9,9,38.9072,-77.0369,"Monuments, museums, cherry blossoms, politics",Culture
DST-0089,Philadelphia,USA,North America,12,25,April-October,100,10,110,250,30,20,8,4,7,6,8,4,8,7,7,7,7,8,7,0,0,April-October,visa_free,9,9,39.9526,-75.1652,"Liberty Bell, cheesesteaks, art museum, rocks",Culture
DST-0090,Seattle,USA,North America,11,15,July-September,110,12,120,250,20,15,7,6,9,8,7,6,8,7,7,7,8,9,8,1,1,July-September,visa_free,9,8,47.6062,-122.3321,"Coffee, tech, mountains, seafood, grunge",Adventure
DST-0091,Portland,USA,North America,12,15,July-September,100,10,100,250,15,10,7,6,8,8,6,6,8,7,7,7,8,8,8,1,0,July-September,visa_free,9,8,45.5051,-122.6750,"Food carts, breweries, forests, weird",Adventure
DST-0092,Denver,USA,North America,10,25,June-August,100,10,100,250,15,10,7,3,9,7,6,8,7,7,7,7,8,9,9,1,0,June-August,visa_free,9,7,39.7392,-104.9903,"Mountains, beer, parks, legal weed",Adventure
DST-0093,Salt Lake City,USA,North America,11,25,June-August,85,9,85,300,10,10,7,3,9,7,6,8,7,7,7,7,8,9,9,1,0,June-August,visa_free,9,7,40.7608,-111.8910,"Mountains, skiing, temples, outdoors",Adventure
DST-0094,Phoenix,USA,North America,23,20,November-March,90,9,90,250,10,10,7,3,8,8,6,7,7,7,7,7,7,8,8,1,0,November-March,visa_free,9,6,33.4484,-112.0740,"Desert, resorts, golf, hiking, heat",Relaxation
DST-0095,Miami,USA,North America,24,10,November-April,130,12,150,250,15,10,8,8,7,8,6,4,9,7,7,7,7,9,8,0,1,November-April,visa_free,8,7,25.7617,-80.1918,"Beaches, nightlife, art deco, cuban food",Relaxation
DST-0096,Orlando,USA,North America,22,10,November-April,120,10,100,250,10,10,8,5,6,7,5,4,8,9,7,7,8,9,9,0,0,November-April,visa_free,9,6,28.5383,-81.3792,"Theme parks, Disney, Universal, families",Family
DST-0097,Atlanta,USA,North America,16,20,April-October,100,10,100,300,20,15,7,3,6,6,7,4,8,7,7,7,7,8,7,0,0,April-October,visa_free,9,8,33.7490,-84.3880,"Coca-Cola, civil rights, aquarium, peaches",Culture
DST-0098,Nashville,USA,North America,15,20,April-October,100,10,100,300,15,10,9,3,6,6,7,4,9,7,7,7,7,8,7,0,0,April-October,visa_free,9,7,36.1627,-86.7816,"Country music, hot chicken, honky tonks",Culture
DST-0099,Austin,USA,North America,20,15,March-May,100,10,100,300,15,10,8,4,7,7,7,5,9,7,7,7,8,8,8,0,0,March-May,visa_free,9,7,30.2672,-97.7431,"Live music, BBQ, tech, weird, lakes",Adventure
DST-0100,Dallas,USA,North America,18,20,April-October,95,9,95,300,15,10,7,3,6,6,7,4,8,7,7,7,7,8,7,0,0,April-October,visa_free,9,8,32.7767,-96.7970,"Cowboys, JFK, arts, shopping, food",Culture
DST-0101,Houston,USA,North America,20,15,April-October,95,9,95,300,20,15,7,3,6,6,7,4,8,7,7,7,7,8,7,0,0,April-October,visa_free,9,8,29.7604,-95.3698,"Space center, museums, food, energy",Culture
DST-0102,Toronto,Canada,North America,8,25,May-September,90,10,100,300,30,20,8,4,7,7,8,4,8,7,7,8,8,8,8,0,0,May-September,evisa,9,9,43.6532,-79.3832,"CN Tower, multicultural, museums, islands",Culture
DST-0103,Montreal,Canada,North America,6,30,May-September,85,9,90,350,30,20,9,4,7,7,8,4,8,7,7,8,8,8,8,0,0,May-September,evisa,7,8,45.5017,-73.5673,"French, festivals, bagels, poutine, old port",Culture
DST-0104,Quebec City,Canada,North America,4,30,May-September,80,8,85,350,20,15,8,4,8,7,8,4,7,7,7,8,8,8,8,0,0,May-September,evisa,6,7,46.8139,-71.2080,"Old town, Chateau Frontenac, french food",Culture
DST-0105,Mexico City,Mexico,North America,16,10,November-April,50,5,45,400,50,30,9,3,8,7,9,4,8,6,6,6,6,8,7,0,0,November-April,visa_free,6,8,19.4326,-99.1332,"Museums, food, pyramids, markets, murals",Culture
DST-0106,Guadalajara,Mexico,North America,20,10,November-April,45,4,40,450,20,15,8,3,7,7,7,4,8,6,5,6,6,7,7,0,0,November-April,visa_free,6,7,20.6597,-103.3496,"Mariachi, tequila, markets, architecture",Culture
DST-0107,Cancun,Mexico,North America,26,8,December-April,80,8,70,400,5,5,8,9,7,9,5,4,8,6,6,7,7,9,8,0,1,December-April,visa_free,7,6,21.1619,-86.8515,"Beaches, nightlife, Mayan ruins, diving",Relaxation
DST-0108,Rio de Janeiro,Brazil,South America,24,8,December-March,70,7,60,900,15,15,9,8,9,7,7,6,9,6,6,6,6,8,8,1,1,December-March,visa_required,6,6,-22.9068,-43.1729,"Christ the Redeemer, Copacabana, carnival",Adventure
DST-0109,Sao Paulo,Brazil,South America,20,8,April-September,65,6,55,1000,30,20,8,3,6,6,8,4,9,6,6,6,6,8,7,0,0,April-September,visa_required,6,8,-23.5505,-46.6333,"Business, food, culture, nightlife, museums",Culture
DST-0110,Buenos Aires,Argentina,South America,17,15,March-December,55,6,50,1100,40,25,9,3,7,7,8,4,9,6,6,6,6,8,7,0,0,March-December,visa_required,7,8,-34.6037,-58.3816,"Tango, steak, bookstores, architecture, cafes",Culture
DST-0111,Santiago,Chile,South America,14,15,December-March,55,6,50,1000,25,15,8,3,9,7,7,7,8,6,6,7,7,8,8,1,0,December-March,visa_required,6,7,-33.4489,-70.6693,"Andes, wine, museums, seafood, parks",Adventure
DST-0112,Lima,Peru,South America,19,8,December-April,45,5,40,1000,30,20,8,5,7,7,8,5,8,6,5,6,6,8,7,0,1,December-April,visa_required,6,7,-12.0464,-77.0428,"Food, ceviche, colonial, museums, coast",Culture
